uf,municipio,codigo_ibge,area_do_imovel,registro_car,situacao_cadastro,condicao_cadastro,latitude,longitude,tipo_imovel_rural,modulos_fiscais,origem,descricao,data_processamento,area_de_conflito,percentual
SP,TUPÃ,3555000,3.6399,SP-3555000-F4599DC678164BC38E301F34F932E7DA,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.9052116,-50.43800402,IRU,0.182,,,,,
SP,TUPÃ,3555000,11.4124,SP-3555000-EC3009758FD441D890C0FA4994AD3E45,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.91236001,-50.51578913,IRU,0.5706,,,,,
SP,TUPÃ,3555000,3.7397,SP-3555000-EB35F7430C224560805118E18ACBC28D,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.94665592,-50.54583084,IRU,0.1868,,,,,
SP,TUPÃ,3555000,7.8701,SP-3555000-E7A7F97FECF0407F83022F0EE139F2CE,PE,EM ANÁLISE,-21.91910287,-50.44676206,IRU,0.3935,,,,,
SP,TUPÃ,3555000,18.8115,SP-3555000-E519D60FEFD94770982234CD88AAF9CB,AT,ANALISADO COM PENDÊNCIAS  AGUARDANDO RETIFICAÇÃO,-21.89147021,-50.54106072,IRU,0.9406,,,,,
SP,TUPÃ,3555000,7.2095,SP-3555000-E1F4372DAAFE40829FD95086460BE1A4,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.91334189,-50.50863581,IRU,0.3605,,,,,
SP,TUPÃ,3555000,5.9326,SP-3555000-DF8D5BC29CFE481BA4D49ED166F73A4E,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.92225073,-50.6250683,IRU,0.2966,,,,,
SP,TUPÃ,3555000,1.4986,SP-3555000-D6DF8A4952F74C0791FE88F024380166,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.90449407,-50.60255985,IRU,0.0749,,,,,
SP,TUPÃ,3555000,7.7463,SP-3555000-D5E54CB31B1D48829056B090E6568811,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.91741076,-50.50671057,IRU,0.387,,,,,
SP,TUPÃ,3555000,3.7882,SP-3555000-D0786B9CA5A24FB2B3F979BE74BD607F,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.9269025,-50.5660177,IRU,0.1894,,,,,
SP,TUPÃ,3555000,225.4885,SP-3555000-CCD065AFEF344F8B907649E471BDEDCF,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.94449461,-50.65104983,IRU,11.2744,,,,,
SP,TUPÃ,3555000,222.6306,SP-3555000-CBD34D98C9AE471EAA61CC3ECC8562F1,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.98349833,-50.68434842,IRU,11.1433,,,,,
SP,TUPÃ,3555000,27.2986,SP-3555000-C7C0EF9990B24B9D86F556C3237F35FC,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.889998,-50.54103012,IRU,1.3649,,,,,
SP,TUPÃ,3555000,19.3413,SP-3555000-C7132EB7CEFA4F8E87A1C30516FF8CEC,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.8625643,-50.53019004,IRU,0.9671,,,,,
SP,TUPÃ,3555000,6.8368,SP-3555000-C48A8EDE63BA43EBBCEFE131170060B8,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.90424542,-50.48448339,IRU,0.3416,,,,,
SP,TUPÃ,3555000,2.6272,SP-3555000-BE6DBEBD5AA74D3EA511777B9C341D29,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.94415525,-50.46031552,IRU,0.1313,,,,,
SP,TUPÃ,3555000,2.273,SP-3555000-BE4D3B5246724090A2CA3DEE9200CE76,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.95938473,-50.4825857,IRU,0.1137,,,,,
SP,TUPÃ,3555000,4.8093,SP-3555000-BC23D6228D1A47758337388F08765766,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.90858156,-50.51943144,IRU,0.2403,,,,,
SP,TUPÃ,3555000,48.3843,SP-3555000-B54E7417F72C490292D66E462DFC3B53,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.94186898,-50.59526054,IRU,2.4047,,,,,
SP,TUPÃ,3555000,2.8736,SP-3555000-B51564BC3B9446FEB6D8E712169FA542,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.94510108,-50.48295154,IRU,0.1437,,,,,
SP,TUPÃ,3555000,117.5443,SP-3555000-B2AE2F65FBAC4EA69153B8FED30684D9,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.85363672,-50.53697562,IRU,5.8772,,,,,
SP,TUPÃ,3555000,68.8268,SP-3555000-AC2B7BF82AA44AD8AFE526D091BDB45A,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.85820323,-50.54833602,IRU,3.4413,,,,,
SP,TUPÃ,3555000,24.1592,SP-3555000-AA2C9C8462264ED39F6D1C3BE892BECE,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.86889158,-50.53318746,IRU,1.208,,,,,
SP,TUPÃ,3555000,2.0282,SP-3555000-A8A3F5B63B214E48ACC4567FAF31FFB7,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.9591494,-50.49701674,IRU,0.1014,,,,,
SP,TUPÃ,3555000,3.6523,SP-3555000-A7703421E59B4A13B3806DB327CFC172,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.96950463,-50.5000869,IRU,0.1826,,,,,
SP,TUPÃ,3555000,3.2382,SP-3555000-A2B58BC5BD1A425BA754A0A1F09AA7B1,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.90844745,-50.58953649,IRU,0.1618,,,,,
SP,TUPÃ,3555000,2.0331,SP-3555000-9C823AE739A64ABB9ADEC65000221878,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.91386615,-50.49065067,IRU,0.1016,,,,,
SP,TUPÃ,3555000,36.3279,SP-3555000-94E030BC728942A3A6C863DD81E82BEA,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.9927659,-50.48211381,IRU,1.8151,,,,,
SP,TUPÃ,3555000,7.7957,SP-3555000-92A1B20D5EB34018A2046410F5FC63FD,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.90636171,-50.5877466,IRU,0.3895,,,,,
SP,TUPÃ,3555000,13.8381,SP-3555000-8EE528F4837F45E0ADD1E0AC51263AC9,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.90750978,-50.60494293,IRU,0.6919,,,,,
SP,TUPÃ,3555000,142.155,SP-3555000-8DE69DA0221E434B99E526ECC6694F55,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.96038704,-50.654003,IRU,7.1077,,,,,
SP,TUPÃ,3555000,31.1525,SP-3555000-8D54431CF5234BB496D6D5858B73B08E,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-22.03151446,-50.51444619,IRU,1.5576,,,,,
SP,TUPÃ,3555000,2.6597,SP-3555000-8B151B393F274D8DB381D1983439BED0,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.90776266,-50.59195162,IRU,0.133,,,,,
SP,TUPÃ,3555000,2.0837,SP-3555000-7EF2D44A4511429B8548EF7FAF95A59A,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.93125121,-50.44577658,IRU,0.1041,,,,,
SP,TUPÃ,3555000,3.184,SP-3555000-7436983A0B4D471D8C951760A73DEB37,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.97349909,-50.50106391,IRU,0.1591,,,,,
SP,TUPÃ,3555000,64.3247,SP-3555000-70B9E4B0899D42BBB4FCBD2D637D5B71,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.86670954,-50.56858775,IRU,3.2162,,,,,
SP,TUPÃ,3555000,5.1272,SP-3555000-6F3D36AB5E94472F9B11E6AEE0719D2B,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-22.08372685,-50.53271626,IRU,0.2562,,,,,
SP,TUPÃ,3555000,4.231,SP-3555000-641E84B4CC2B4950A34D8399D41B0A72,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.92043803,-50.50121494,IRU,0.2114,,,,,
SP,TUPÃ,3555000,7.3221,SP-3555000-5B4E684D7C0048C48C367A1755E49C40,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.82486617,-50.54682021,IRU,0.367,,,,,
SP,TUPÃ,3555000,48.3952,SP-3555000-5A963D11CC1843209375951728B0CB00,AT,EM RETIFICAÇÃO DINAMIZADA,-21.98867313,-50.67519526,IRU,2.4198,,,,,
SP,TUPÃ,3555000,2.4155,SP-3555000-55FFFE498A104E4A8F17ECDA2A1586C8,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.92260164,-50.46310759,IRU,0.1208,,,,,
SP,TUPÃ,3555000,8.0101,SP-3555000-551612FF47444FF38756B5894E89DFC5,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.94617729,-50.59791354,IRU,0.4002,,,,,
SP,TUPÃ,3555000,37.1591,SP-3555000-507277DAE52C483F96EF37FE94BD3099,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.87538714,-50.48051771,IRU,1.8566,,,,,
SP,TUPÃ,3555000,0.8964,SP-3555000-4D01F1E34F214B0CB105B6EF0E20BB33,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.91022741,-50.45359914,IRU,0.0448,,,,,
SP,TUPÃ,3555000,4.8487,SP-3555000-4C9F815CBB7F4219AF3B121EC79CA5F0,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.89444658,-50.52170185,IRU,0.2423,,,,,
SP,TUPÃ,3555000,48.9546,SP-3555000-48661C4591BD4B249FC3B09C66DE8526,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-22.06663636,-50.5562347,IRU,2.4477,,,,,
SP,TUPÃ,3555000,144.8493,SP-3555000-47B31A11C41C4AC3BA6283BDE4088838,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.92004149,-50.41834286,IRU,7.2425,,,,,
SP,TUPÃ,3555000,9.6473,SP-3555000-477810C422124797ABF66910F1663181,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.88464217,-50.49678472,IRU,0.4824,,,,,
SP,TUPÃ,3555000,5.671,SP-3555000-469281A2F4044316A5096EEF1E95EB34,AT,ANALISADO COM PENDÊNCIAS  AGUARDANDO RETIFICAÇÃO,-21.96982863,-50.51601679,IRU,0.2836,,,,,
SP,TUPÃ,3555000,19.472,SP-3555000-401417D5F58D4531AF03236022DD7D0A,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.92909816,-50.5455631,IRU,0.9736,,,,,
SP,TUPÃ,3555000,11.9156,SP-3555000-32F8DF7A03EF458B84CB466CF6974980,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.96388997,-50.50645977,IRU,0.5958,,,,,
SP,TUPÃ,3555000,16.2663,SP-3555000-302334422FA147DE9F8A1EA15B07E6E5,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.83286973,-50.46352586,IRU,0.8127,,,,,
SP,TUPÃ,3555000,12.1001,SP-3555000-2E5A0CC1CC1B439DB83B686299B32937,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.93195044,-50.4490577,IRU,0.6046,,,,,
SP,TUPÃ,3555000,5.8593,SP-3555000-2E4856A10F6C49338BC029A2A5CF474B,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.95373449,-50.50717507,IRU,0.2928,,,,,
SP,TUPÃ,3555000,2.3817,SP-3555000-2E03169E84B84B189C59ADCCA5F1E90D,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-22.05860465,-50.59784104,IRU,0.1191,,,,,
SP,TUPÃ,3555000,8.3964,SP-3555000-29C4C436C9274E8FB1C557196BE753F4,AT,REVISADO  AGUARDANDO ANÁLISE DA REGULARIDADE AMBIENTAL,-22.07304218,-50.54666971,IRU,0.4195,,,,,
SP,TUPÃ,3555000,6.3017,SP-3555000-272CF79F650C4D9A8DDF714E9B8E3AEA,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.93560482,-50.45316549,IRU,0.3151,,,,,
SP,TUPÃ,3555000,9.03,SP-3555000-24542684EC024311A2720A34485F1673,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.9046686,-50.44979599,IRU,0.4515,,,,,
SP,TUPÃ,3555000,0.9069,SP-3555000-2420AE29E49F408C99F831D701608EDF,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.92394019,-50.47857565,IRU,0.0453,,,,,
SP,TUPÃ,3555000,25.2781,SP-3555000-23F78207FE754D13B2557A7B49A1DA9F,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.83510121,-50.55072401,IRU,1.2639,,,,,
SP,TUPÃ,3555000,43.4516,SP-3555000-234C9EC6B5C641B8AFD66B6CBCA88A15,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.90484458,-50.51393176,IRU,2.1726,,,,,
SP,TUPÃ,3555000,241.1087,SP-3555000-20F392F23AB744159C3DCFA0F3D92F37,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.85097358,-50.50952657,IRU,12.0554,,,,,
SP,TUPÃ,3555000,7.5404,SP-3555000-1741D5A9071C4ED9B917F4E9BB720807,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.89202057,-50.48441155,IRU,0.377,,,,,
SP,TUPÃ,3555000,10.8693,SP-3555000-15A8C5E564F048ED8A3896B3E2BCE345,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-22.04916388,-50.5008234,IRU,0.5435,,,,,
SP,TUPÃ,3555000,2.4769,SP-3555000-13DF2614B5954C25910B34595336D15C,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.91670702,-50.45829378,IRU,0.1238,,,,,
SP,TUPÃ,3555000,93.9527,SP-3555000-1333D097AD5C4AE8B555CAF925D9A370,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.99898791,-50.48523235,IRU,4.6976,,,,,
SP,TUPÃ,3555000,3.8139,SP-3555000-1081B757B791440CBB721A3FD1BA4EB0,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.95594321,-50.5000284,IRU,0.1906,,,,,
SP,TUPÃ,3555000,2.5152,SP-3555000-086CEEF4B60A4C478960A8CEBEE6D18C,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.94858973,-50.51672497,IRU,0.1257,,,,,
SP,TUPÃ,3555000,16.5214,SP-3555000-05FBC6957673460993BFE6E70BD67962,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.89515623,-50.58008646,IRU,0.8254,,,,,
SP,SALMOURÃO,3545100,27.9536,SP-3545100-FFA37C0259DD49D4A9F99CBBC5C5D9DB,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.66312359,-50.87436295,IRU,1.2706,,,,,
SP,SALMOURÃO,3545100,29.0141,SP-3545100-E72D454EFB1845359EDE5CC2EB6532A0,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.65980804,-50.89009447,IRU,1.3178,,,,,
SP,SALMOURÃO,3545100,19.8493,SP-3545100-DB9A1214890D4F8BB86A200738477A05,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.58347615,-50.87236098,IRU,0.9015,,,,,
SP,SALMOURÃO,3545100,123.9277,SP-3545100-CB151E146FBA40D7B4E3F5C9AD5F307D,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.64213911,-50.86601134,IRU,5.6331,,,,,
SP,SALMOURÃO,3545100,6.049,SP-3545100-951E8E4EA6DC4312B85FA2D65DD45728,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.60489573,-50.88946685,IRU,0.275,,,,,
SP,SALMOURÃO,3545100,9.6158,SP-3545100-86B27910F6C94B6093855FC7A7F4414E,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.59868794,-50.86227647,IRU,0.4371,,,,,
SP,SALMOURÃO,3545100,48.7918,SP-3545100-82A033143D00471D9303F5229CCD7DA7,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.6637938,-50.87158121,IRU,2.216,,,,,
SP,SALMOURÃO,3545100,30.381,SP-3545100-7E5820E64FD64C68A683BF746ACF2E96,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.5835565,-50.88014212,IRU,1.381,,,,,
SP,SALMOURÃO,3545100,5.8281,SP-3545100-7B983F22668F45DDA00D86C6E3A313F3,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.63013759,-50.86746326,IRU,0.2647,,,,,
SP,SALMOURÃO,3545100,3.0007,SP-3545100-444CF560B1E9427FA78C1C1BD99C1008,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.6109463,-50.86415233,IRU,0.1363,,,,,
SP,SALMOURÃO,3545100,72.7391,SP-3545100-1C5B046BD785481F9B18000F3008F2DA,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.53547502,-50.91680145,IRU,3.5602,,,,,
SP,SALMOURÃO,3545100,20.0618,SP-3545100-117358FF46644F61A29A1A16EC4F9E0C,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.58799066,-50.88150206,IRU,0.9119,,,,,
SP,SAGRES,3544707,5.2536,SP-3544707-F05D713503E643C3960B9250CB23C238,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.86637939,-51.03812679,IRU,0.2386,,,,,
SP,SAGRES,3544707,5.3991,SP-3544707-EB18618197A44F9B93FA810509530FDE,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.87336187,-51.0379579,IRU,0.2454,,,,,
SP,SAGRES,3544707,8.8786,SP-3544707-E969E785C11545B2BB185EF4F58D6DCA,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.87032788,-51.06651917,IRU,0.4036,,,,,
SP,SAGRES,3544707,24.7489,SP-3544707-DE0033266BBC4A85900AB26AF531E318,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.85893282,-51.05068489,IRU,1.1241,,,,,
SP,SAGRES,3544707,36.2945,SP-3544707-CA274941E29F46A1AF2012911593BAFF,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.83595474,-50.99737108,IRU,1.6498,,,,,
SP,SAGRES,3544707,8.8786,SP-3544707-C3339281B8AA42F8AF1A6612341717DE,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.86629959,-51.0673425,IRU,0.4036,,,,,
SP,SAGRES,3544707,489.3255,SP-3544707-C09095F344BF4DB6A3502688B3D0DF15,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.87571488,-51.01511774,IRU,22.2421,,,,,
SP,SAGRES,3544707,23.1662,SP-3544707-B254A00E8A514A1FB539CBABBEB7B71B,AT,ANALISADO COM PENDÊNCIAS  AGUARDANDO RETIFICAÇÃO,-21.82331676,-50.99969654,IRU,1.0522,,,,,
SP,SAGRES,3544707,38.7089,SP-3544707-766A85BA19314F67A9190E16BA570264,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.81811654,-50.96835921,IRU,1.7623,,,,,
SP,SAGRES,3544707,13.5133,SP-3544707-6E3E9C3AD96B474CA742B64B5259D503,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.88261691,-50.94879414,IRU,0.6138,,,,,
SP,SAGRES,3544707,9.06,SP-3544707-56A0B31E81E94A99ACB3D68963DFB508,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.85673039,-50.91592786,IRU,0.4927,,,,,
SP,SAGRES,3544707,6.5214,SP-3544707-4BCAEE43D7994383A78E97E2FCF32804,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.87673189,-50.93716996,IRU,0.2964,,,,,
SP,SAGRES,3544707,31.4638,SP-3544707-482CAF4A0B1C4C3CB8D6FFD96B8BF07A,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.87484635,-50.93163257,IRU,1.4302,,,,,
SP,SAGRES,3544707,61.5217,SP-3544707-480DEF9DEFEE48FCB7FEDF6D9AA02B41,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.84002133,-51.02762501,IRU,2.7965,,,,,
SP,SAGRES,3544707,7.7421,SP-3544707-3D1D78AEC839443A88EE7D6FD8D94BDE,PE,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.81578942,-50.97971913,IRU,0.3516,,,,,
SP,SAGRES,3544707,19.9762,SP-3544707-2DE4A463CE314631975B76E590B65027,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.80749928,-50.9877218,IRU,0.9073,,,,,
SP,SAGRES,3544707,47.723,SP-3544707-19E0AD4FA8854599901356E4CE3589A9,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.86498022,-51.01416447,IRU,2.1594,,,,,
SP,SAGRES,3544707,12.1296,SP-3544707-18F00E116C4D424F863A4F87905E36A4,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.82818687,-51.01088479,IRU,0.5509,,,,,
SP,SAGRES,3544707,48.2173,SP-3544707-13CF1C34794F41E8804DC8849478C978,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.87244644,-51.03288021,IRU,2.1917,,,,,
SP,RINÓPOLIS,3543808,3.6319,SP-3543808-FFBA07513B84470C9859CCE40664B1BB,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.7079266,-50.72539679,IRU,0.2018,,,,,
SP,RINÓPOLIS,3543808,0.4394,SP-3543808-FA392C48108B42E8897160D68E3FE24C,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.66716149,-50.73362202,IRU,0.0244,,,,,
SP,RINÓPOLIS,3543808,3.788,SP-3543808-F4AC69B1BF094117B06B5C2E9AB8291A,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.73619723,-50.69422001,IRU,0.2103,,,,,
SP,RINÓPOLIS,3543808,12.9722,SP-3543808-E691DEA780814D159E226DEE318823F7,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.68463844,-50.73364475,IRU,0.7178,,,,,
SP,RINÓPOLIS,3543808,15.5885,SP-3543808-DE1AF514B2C8453D9029FA68533ED0BD,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.72500459,-50.78873934,IRU,0.8653,,,,,
SP,RINÓPOLIS,3543808,3.7847,SP-3543808-D92468ECF76B4ADE8619AE8C250D54AE,AT,EM ANÁLISE,-21.68606228,-50.69726149,IRU,0.2103,,,,,
SP,RINÓPOLIS,3543808,19.7827,SP-3543808-D5C63E7C29D14A82AD56F82EBA9F6131,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.76474838,-50.6576017,IRU,1.0982,,,,,
SP,RINÓPOLIS,3543808,19.9279,SP-3543808-CD6F436663B24EE48D421A718ECF6EB2,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.72588393,-50.78807102,IRU,1.1062,,,,,
SP,RINÓPOLIS,3543808,15.5761,SP-3543808-C0F4A8120FDA41F5A8F7A173AFEB4F2A,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.77361776,-50.70228947,IRU,0.8653,,,,,
SP,RINÓPOLIS,3543808,18.9497,SP-3543808-BDAF24FA8F19453CB90330C408921FF8,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.78489429,-50.68492382,IRU,1.0948,,,,,
SP,RINÓPOLIS,3543808,105.0734,SP-3543808-B52E9479A41441DDBAF327E6B77C569F,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.63515147,-50.7599638,IRU,5.8374,,,,,
SP,RINÓPOLIS,3543808,50.4567,SP-3543808-B1ED763606544E60A720F0ABD6BB0243,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.66388236,-50.73189882,IRU,2.7947,,,,,
SP,RINÓPOLIS,3543808,122.8661,SP-3543808-ADD150C0C52D43549300B22243FE4282,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.67100963,-50.65014093,IRU,6.8259,,,,,
SP,RINÓPOLIS,3543808,179.1051,SP-3543808-AD3E6D1FE7AC4F78998A1F0B7B1EE885,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.74397809,-50.66076084,IRU,9.9426,,,,,
