uf,municipio,codigo_ibge,area_do_imovel,registro_car,situacao_cadastro,condicao_cadastro,latitude,longitude,tipo_imovel_rural,modulos_fiscais,origem,descricao,data_processamento,area_de_conflito,percentual
SP,LUCÉLIA,3527405,16.0641,SP-3527405-FA32E929D0F74C8C9FEC106D7AA5476B,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.73457135,-51.00031979,IRU,0.8026,,,,,
SP,LUCÉLIA,3527405,65.2618,SP-3527405-F8EDF6D94B48489F81815076795B8A39,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.75728541,-51.05591411,IRU,3.2631,,,,,
SP,LUCÉLIA,3527405,3.1244,SP-3527405-EE89915B362C4FBCA38F80BC477F87E3,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.73482044,-51.03528864,IRU,0.1561,,,,,
SP,LUCÉLIA,3527405,4.2812,SP-3527405-ED374C205E724C1F803BF009211CE9A2,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.66109987,-50.9945312,IRU,0.2139,,,,,
SP,LUCÉLIA,3527405,514.0988,SP-3527405-ED25A057F5D14DDCA986B86E47B08B5A,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.47885048,-50.94167845,IRU,25.5749,,,,,
SP,LUCÉLIA,3527405,4.163,SP-3527405-E9E1CB86F63C43518C28EDDB5DC6A571,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.74054952,-50.9999018,IRU,0.1977,,,,,
SP,LUCÉLIA,3527405,62.6828,SP-3527405-DD2D53BAACB240689C1BE24B266B46D1,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.66391388,-51.02748872,IRU,3.1316,,,,,
SP,LUCÉLIA,3527405,7.0398,SP-3527405-DA834C8207514F758E17D658450EAF02,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.62240814,-50.9919081,IRU,0.3517,,,,,
SP,LUCÉLIA,3527405,7.231,SP-3527405-D66F03353D894B71937E0B8038824BFF,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.72835215,-50.98442572,IRU,0.3616,,,,,
SP,LUCÉLIA,3527405,38.325,SP-3527405-CB3B6FBC3C2D4FF68153AE2E05A6EC9F,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.68783522,-51.03315717,IRU,1.9163,,,,,
SP,LUCÉLIA,3527405,12.1026,SP-3527405-C25ED78F2A1A4C96A2CB4231523C309E,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.67629083,-51.00017208,IRU,0.6051,,,,,
SP,LUCÉLIA,3527405,12.0262,SP-3527405-C13BBD8B59BD47F9BBCF3E7B6F79E495,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.73972099,-51.03294658,IRU,0.6013,,,,,
SP,LUCÉLIA,3527405,12.057,SP-3527405-BF655FE0BA254D31888D5DA238A2866C,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.67710272,-51.00853859,IRU,0.6028,,,,,
SP,LUCÉLIA,3527405,6.023,SP-3527405-B29FF38A0A2D42EB8BEE99764AA02144,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.7087728,-51.01429559,IRU,0.3009,,,,,
SP,LUCÉLIA,3527405,8.1345,SP-3527405-9BF73AD2790B4ECFAC4E6B4DC1D1FC41,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.67027304,-51.03590483,IRU,0.4064,,,,,
SP,LUCÉLIA,3527405,24.7629,SP-3527405-986BE8B0657441E29CE1A741C39A1DA0,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.64280046,-50.96588705,IRU,1.2372,,,,,
SP,LUCÉLIA,3527405,12.1962,SP-3527405-951B823575C14662B4374D912E0FDC1D,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.6206586,-50.9556238,IRU,0.6093,,,,,
SP,LUCÉLIA,3527405,4.2134,SP-3527405-8B819EFE7FFF44B799F7582F7D42CA7D,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.72880223,-50.98620028,IRU,0.2107,,,,,
SP,LUCÉLIA,3527405,11.7,SP-3527405-8AAB903183254DF0A57AEF440C1FDDE5,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.66229867,-50.95551103,IRU,0.585,,,,,
SP,LUCÉLIA,3527405,4.2793,SP-3527405-8768BE6E633C43EBAC81AF8839E4699C,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.71390384,-51.00253253,IRU,0.2138,,,,,
SP,LUCÉLIA,3527405,20.3172,SP-3527405-819C058215AA4A44A84113FD5EC2DFD3,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.73887639,-51.00386346,IRU,1.0159,,,,,
SP,LUCÉLIA,3527405,60.6368,SP-3527405-80733BD69F244EA5BB86F1C1E752B831,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.66659691,-50.99346801,IRU,3.0318,,,,,
SP,LUCÉLIA,3527405,15.4036,SP-3527405-802658ECA28D46ABBA49508A8DF06978,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.79363699,-51.10824206,IRU,0.7606,,,,,
SP,LUCÉLIA,3527405,43.3821,SP-3527405-7B204385D29D4320A54108732DA0170B,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.73384458,-51.08043578,IRU,2.1674,,,,,
SP,LUCÉLIA,3527405,21.7548,SP-3527405-78FEFABE95A5408FB9C1628E1BD90C6C,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.5401635,-50.93077559,IRU,1.0869,,,,,
SP,LUCÉLIA,3527405,3.4754,SP-3527405-6C2F0AC3D1384E28BA5427CB0CE7C37E,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.77177407,-51.00388717,IRU,0.1736,,,,,
SP,LUCÉLIA,3527405,4.7861,SP-3527405-68D3F5E8CEEE4D51B336FDDBD06B5E15,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.74209508,-50.98103101,IRU,0.2387,,,,,
SP,LUCÉLIA,3527405,29.2528,SP-3527405-5C5422F0AA5D40E48ED97A41E912B0EA,AT,EM ANÁLISE,-21.74857913,-51.07292778,IRU,1.4626,,,,,
SP,LUCÉLIA,3527405,5.044,SP-3527405-53ED31B3896A45798F00E74244552535,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.68340862,-51.0371738,IRU,0.252,,,,,
SP,LUCÉLIA,3527405,3.4158,SP-3527405-532D89BBFFCE4146B705D6DE8F7C4E86,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.73220379,-50.98539494,IRU,0.1707,,,,,
SP,LUCÉLIA,3527405,242.1933,SP-3527405-4D31A2B189E843929B10343F2E66DBA6,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.60424973,-50.96955642,IRU,12.1,,,,,
SP,LUCÉLIA,3527405,47.4166,SP-3527405-47DDB076F8DC454DA91CF9575680A85F,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.65094883,-51.02237488,IRU,2.3689,,,,,
SP,LUCÉLIA,3527405,8.7642,SP-3527405-2DE3B7E96B544FD98F70DE7FEB4CFA4A,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.74665836,-51.07987006,IRU,0.4379,,,,,
SP,LUCÉLIA,3527405,37.2451,SP-3527405-293501A390EB449BBDE845B46AFC7F15,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.69124384,-51.00086386,IRU,1.8608,,,,,
SP,LUCÉLIA,3527405,4.5021,SP-3527405-1E8EEDA9CC034125BE401350AE569F7D,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.71187878,-51.00937999,IRU,0.2249,,,,,
SP,LUCÉLIA,3527405,4.7828,SP-3527405-0920C0ED25E840A7A60CC61CDE9BED04,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.74120764,-50.98272041,IRU,0.239,,,,,
SP,LUCÉLIA,3527405,12.1696,SP-3527405-08C0A5172AA040C6887C39E87DC5A083,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.81243594,-51.10666924,IRU,0.5854,,,,,
SP,INÚBIA PAULISTA,3520806,16.9307,SP-3520806-A23C8D5BC08A4A3AA71EAD298991CD64,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.77809222,-50.99945802,IRU,0.7801,,,,,
SP,INÚBIA PAULISTA,3520806,41.1403,SP-3520806-66D77ABEF3CF4BCF9C12576ACA86C458,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.79177305,-50.97239827,IRU,1.8685,,,,,
SP,INÚBIA PAULISTA,3520806,7.2743,SP-3520806-63B5A179A2314C47AD983434D715B394,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.78887797,-50.95069661,IRU,0.3304,,,,,
SP,INÚBIA PAULISTA,3520806,5.272,SP-3520806-482EFB4EE3294F3BB418FE1C6DBC0663,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.77134166,-50.97298765,IRU,0.2394,,,,,
SP,INÚBIA PAULISTA,3520806,5.7531,SP-3520806-2E5124B9A53A4FA4B41D284BCFE0155A,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.74414323,-50.98204961,IRU,0.2852,,,,,
SP,INÚBIA PAULISTA,3520806,42.905,SP-3520806-1587F6384CFD4CB7A0A1D660BB8F385A,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.78777732,-50.96215823,IRU,1.9502,,,,,
SP,IACRI,3519204,55.8859,SP-3519204-F284921E88824DDCBF4E2824755B0A7A,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.77834724,-50.61669748,IRU,3.4902,,,,,
SP,IACRI,3519204,101.3518,SP-3519204-D8F51AF63CA2430689F1A031C55F89AE,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.78746209,-50.61714997,IRU,6.3345,,,,,
SP,IACRI,3519204,15.4239,SP-3519204-D66D5B71D5FC4BF6AE3BD10811DD6B1B,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.80659513,-50.56426512,IRU,0.964,,,,,
SP,IACRI,3519204,35.0101,SP-3519204-D032645CEB1B48D68F38C9429D123BBC,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.82596892,-50.71605612,IRU,1.946,,,,,
SP,IACRI,3519204,27.9482,SP-3519204-8C27E013B19D4240A4DB4ED7518B2DE5,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.79919675,-50.61577581,IRU,1.7468,,,,,
SP,IACRI,3519204,133.4248,SP-3519204-83305B82CBAC4B0EA599B2A1CA187565,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.81516972,-50.59817137,IRU,8.3391,,,,,
SP,IACRI,3519204,24.194,SP-3519204-816C0EB5DF7F419888F0F9BACF6D8A6B,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.87707366,-50.73385445,IRU,1.4404,,,,,
SP,IACRI,3519204,48.9713,SP-3519204-6FBA76A53FCD44B9A7BB813511CFB0B0,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.80462292,-50.65614088,IRU,3.0584,,,,,
SP,IACRI,3519204,2.0578,SP-3519204-6B62A14E5AC34DD3ADDE5BD7DF544B3E,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.82062599,-50.65957292,IRU,0.1285,,,,,
SP,IACRI,3519204,2.008,SP-3519204-65CE910F88294F0FA90BC70479179C72,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.81642823,-50.67100426,IRU,0.1254,,,,,
SP,IACRI,3519204,73.1176,SP-3519204-60E27622AF284871947BB9C3425B85DB,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.75678014,-50.53939772,IRU,4.5698,,,,,
SP,IACRI,3519204,265.1513,SP-3519204-5F024D88DB60499BA8047E564B4EFA58,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.8393985,-50.63147562,IRU,16.5593,,,,,
SP,IACRI,3519204,19.5906,SP-3519204-57B12900538643D2965EFAF9C03718F5,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.81080141,-50.63119112,IRU,1.2244,,,,,
SP,IACRI,3519204,6.0663,SP-3519204-4DDFE4E3146F41A599B4085939A13F2C,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.85336034,-50.6940881,IRU,0.3791,,,,,
SP,IACRI,3519204,7.1815,SP-3519204-461D824092A8404192AF7C4896DC6D66,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.88705064,-50.70878327,IRU,0.4488,,,,,
SP,IACRI,3519204,42.6568,SP-3519204-326C9A5D095F418E93AE93D659FCBB00,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.8596907,-50.71152355,IRU,2.664,,,,,
SP,IACRI,3519204,34.9039,SP-3519204-2C7D513980E744EE9E2190285334AA4A,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.8851778,-50.72102815,IRU,2.1815,,,,,
SP,IACRI,3519204,7.0951,SP-3519204-2A76DB79CC7644DCBE1460331F9A28FE,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.85678563,-50.69590992,IRU,0.4434,,,,,
SP,IACRI,3519204,22.7521,SP-3519204-28E407F002DA4DA79D93C04914027775,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.8223135,-50.70183599,IRU,1.4209,,,,,
SP,IACRI,3519204,21.7914,SP-3519204-1EF6283F68574174A6174D4979A12744,AT,EM RETIFICAÇÃO DINAMIZADA,-21.78732019,-50.69944591,IRU,1.3378,,,,,
SP,IACRI,3519204,30.982,SP-3519204-107B4F6AA52F436E83FE39E8CA755A73,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.77888899,-50.67535559,IRU,1.8606,,,,,
SP,IACRI,3519204,40.6526,SP-3519204-0BDC3B0F06724CD1A3E474BB1A57310B,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.80882999,-50.65781253,IRU,2.5408,,,,,
SP,IACRI,3519204,414.9122,SP-3519204-0B6257FB49F647F4904C9C01FDF366F6,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.81970897,-50.62046017,IRU,25.932,,,,,
SP,IACRI,3519204,12.3174,SP-3519204-060CAD2E3A7547FBB2F7E80F7DA6B089,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.79012493,-50.56120734,IRU,0.7698,,,,,
SP,IACRI,3519204,37.9343,SP-3519204-03EC1DC705984F49BADF1BD1A64C1971,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.78109997,-50.67406719,IRU,2.3142,,,,,
SP,HERCULÂNDIA,3519006,2.0068,SP-3519006-F52BE9C91A6C457F99BEBB85D8C25C35,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-22.02154884,-50.38415148,IRU,0.1003,,,,,
SP,HERCULÂNDIA,3519006,10.9134,SP-3519006-F419E563315A49529E7FBE0DB74DEAD5,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.88899139,-50.39934378,IRU,0.5457,,,,,
SP,HERCULÂNDIA,3519006,5.1855,SP-3519006-F3336077E631476A81B4CF68CE7FD01B,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.92815081,-50.39821894,IRU,0.2593,,,,,
SP,HERCULÂNDIA,3519006,2.4198,SP-3519006-F085F7C5230044B0BEDE59F24F660A57,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.99488237,-50.38356001,IRU,0.121,,,,,
SP,HERCULÂNDIA,3519006,64.4496,SP-3519006-ED01C796474A4538AADDB74308822EED,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.89179218,-50.34824517,IRU,3.2225,,,,,
SP,HERCULÂNDIA,3519006,35.6016,SP-3519006-EBA0677B09AD4C9DA0C38F400D2EA910,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-22.00461093,-50.36327975,IRU,1.7788,,,,,
SP,HERCULÂNDIA,3519006,59.1443,SP-3519006-E0FB60A6EB824DBCBDC043A42594A9AB,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-22.0357574,-50.35843869,IRU,2.9572,,,,,
SP,HERCULÂNDIA,3519006,18.8199,SP-3519006-D92B25B7AC2343B1AEBBD78E6C0CA888,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-22.01318542,-50.43307936,IRU,0.941,,,,,
SP,HERCULÂNDIA,3519006,12.0836,SP-3519006-D76BE15926EE4833B5253AF1AE422F5B,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-22.05432989,-50.47504635,IRU,0.6042,,,,,
SP,HERCULÂNDIA,3519006,23.4787,SP-3519006-CEE5A0E6BB544224BE0E53F9D1C6F2DA,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.90774457,-50.40340086,IRU,1.1732,,,,,
SP,HERCULÂNDIA,3519006,1.1211,SP-3519006-C5ADDF64531E43C1836AED422954F88D,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.99425778,-50.37056911,IRU,0.056,,,,,
SP,HERCULÂNDIA,3519006,150.3386,SP-3519006-C02C7DACDB204BF18276A1FF7ACC5983,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.90560401,-50.3939543,IRU,7.5169,,,,,
SP,HERCULÂNDIA,3519006,7.8047,SP-3519006-B972EC9C730A4DE28005AB1F5D3E9441,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-22.03203845,-50.37796698,IRU,0.39,,,,,
SP,HERCULÂNDIA,3519006,17.9726,SP-3519006-B4150D379B4644F19EA8BA46ACFCD307,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.98114195,-50.36143966,IRU,0.898,,,,,
SP,HERCULÂNDIA,3519006,230.9699,SP-3519006-AB979BA2A57B4F9F805ADDB66FAD16B8,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-22.01220981,-50.41410144,IRU,11.5485,,,,,
SP,HERCULÂNDIA,3519006,3.8849,SP-3519006-93DE8C80372C470694F9E2D8C7F25A5B,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.97672467,-50.40839243,IRU,0.1942,,,,,
SP,HERCULÂNDIA,3519006,2.0011,SP-3519006-93456BC78E924927A0B20C40186F3898,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-22.01614295,-50.38596349,IRU,0.1,,,,,
SP,HERCULÂNDIA,3519006,2.5256,SP-3519006-9141ED5353A340E89F988E3AFC05EC26,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.97129011,-50.42319357,IRU,0.1262,,,,,
SP,HERCULÂNDIA,3519006,2.0039,SP-3519006-8BF199C6B0CC415898C2A72481261768,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.9975941,-50.37309113,IRU,0.1002,,,,,
SP,HERCULÂNDIA,3519006,10.3673,SP-3519006-8819C347CDA14E52B8B5CB1096CA8123,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.99417342,-50.33113375,IRU,0.518,,,,,
SP,HERCULÂNDIA,3519006,9.8785,SP-3519006-76C9E653E4F74F018BF0E76D57A8AB5D,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.92053427,-50.39970311,IRU,0.4936,,,,,
SP,HERCULÂNDIA,3519006,4.6595,SP-3519006-7120BD1811B5411FA447C5E1BEA40640,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.96893697,-50.41613993,IRU,0.2328,,,,,
SP,HERCULÂNDIA,3519006,4.3198,SP-3519006-6D15EBD1E0FC4359B14E8EF200E711E8,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-22.02209218,-50.38316724,IRU,0.216,,,,,
SP,HERCULÂNDIA,3519006,141.8648,SP-3519006-577CD00E2F9F4B078EE3E406006B7A08,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.93723677,-50.3045244,IRU,7.0932,,,,,
SP,HERCULÂNDIA,3519006,441.0206,SP-3519006-533041ACD8324EBE8F646EC30F93D810,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-22.038329,-50.40959484,IRU,22.051,,,,,
SP,HERCULÂNDIA,3519006,17.8388,SP-3519006-522EB663B5F3420CB8378D537A3BCCF4,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-22.03545614,-50.46731832,IRU,0.8913,,,,,
SP,HERCULÂNDIA,3519006,1.2192,SP-3519006-4C5860A611AF4EADB866FF1C9979D83B,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-22.011962,-50.38482088,IRU,0.061,,,,,
SP,HERCULÂNDIA,3519006,105.2909,SP-3519006-4B1716F3BF77456292017F320B12B8E7,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.83663518,-50.34089067,IRU,5.2479,,,,,
SP,HERCULÂNDIA,3519006,13.9247,SP-3519006-42F75CB1CCAA4CB5A52F902685AF2BED,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.87116828,-50.34486026,IRU,0.6962,,,,,
SP,HERCULÂNDIA,3519006,326.4343,SP-3519006-418C6110640841509972E6FBE1633939,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.92989478,-50.37239565,IRU,16.3217,,,,,
SP,HERCULÂNDIA,3519006,11.6153,SP-3519006-2D34051F03E74633A55C87E35E67D202,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-22.02805164,-50.35476245,IRU,0.5808,,,,,
SP,HERCULÂNDIA,3519006,2.1598,SP-3519006-1F453574867C4B25BA4488F53069B72D,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.99643649,-50.37467767,IRU,0.108,,,,,
SP,HERCULÂNDIA,3519006,55.8407,SP-3519006-125501EDD9A240C286FEFE5576EC8A62,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.98605511,-50.4061332,IRU,2.7901,,,,,
SP,HERCULÂNDIA,3519006,22.5735,SP-3519006-094F3229B43C49279056C38AB33480AC,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.91972319,-50.3851081,IRU,1.1287,,,,,
SP,BASTOS,3505807,110.116,SP-3505807-FA2F3BA0854A4F27AFF813BCCF9B72DB,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.96927024,-50.80254882,IRU,6.8823,,,,,
SP,BASTOS,3505807,28.4893,SP-3505807-F54BE732D5FF4BF0B07BC0CD0F32E368,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.97215538,-50.78146524,IRU,1.7806,,,,,
SP,BASTOS,3505807,271.613,SP-3505807-EA73F7A67CB84780925A4D5C0E6B190A,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.96709966,-50.84200317,IRU,16.4628,,,,,
SP,BASTOS,3505807,33.0362,SP-3505807-EA4520CBE9FC4F91803B1F46799ED7C4,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.96560297,-50.80277287,IRU,2.0631,,,,,
SP,BASTOS,3505807,16.4153,SP-3505807-E61A5FE5EDE94195A7F87ED755DCFBA8,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.91733537,-50.7159622,IRU,1.026,,,,,
SP,BASTOS,3505807,19.0923,SP-3505807-E414A679EB784F4198EFA389A69D7A37,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.99902041,-50.76460795,IRU,1.1933,,,,,
SP,BASTOS,3505807,3.0165,SP-3505807-DD14D7F726C54CCEA75F7935EBF0B270,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.92214037,-50.75780109,IRU,0.1884,,,,,
SP,BASTOS,3505807,495.5519,SP-3505807-DCA4867198F84547A1ACC5FDF3508583,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.96752108,-50.73510692,IRU,30.972,,,,,
SP,BASTOS,3505807,4.0608,SP-3505807-DBDCCCF288C548529159E7F77A2A45DB,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.92512078,-50.69838837,IRU,0.2536,,,,,
SP,BASTOS,3505807,117.7493,SP-3505807-D135E9FBB948462FB2E578C0E116E689,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.99588427,-50.77990219,IRU,7.3593,,,,,
